,2,3,4,6,7,8,9,10,11,12,14,15,16,17,19,21,22,23,24,25,27,28,29,30,31,32,34,35,36,37,38,39,40,41,42,43,44,45,46,47,49,50,51,52,54,56,57,58,59,60
bspl4.1,-0.0551944688616026,-0.0551944688616026,-0.0551944688616026,-0.0551944688616026,-0.0551944688616026,-0.0551944688616026,-0.0551944688616026,-0.0551944688616026,-0.0551944688616026,-0.0551944688616026,-0.0551944688616026,-0.0551944688616026,-0.0551944688616026,-0.0551944688616026,-0.0551944688616026,-0.0551944688616026,-0.0551944688616026,-0.0551944688616026,-0.0551944688616026,-0.0551944688616026,-0.0551944688616026,-0.0551944688616026,-0.0551944688616026,-0.0551944688616026,-0.0551944688616026,-0.0551944688616026,-0.0551944688616026,-0.0551944688616026,-0.0551944688616026,-0.0551944688616026,-0.0551944688616026,-0.0551944688616026,-0.0551944688616026,-0.0551944688616026,-0.0551944688616026,-0.0551944688616026,-0.0551944688616026,-0.0551944688616026,-0.0551944688616026,-0.0551944688616026,-0.0551944688616026,-0.0551944688616026,-0.0551944688616026,-0.0551944688616026,-0.0551944688616026,-0.0551944688616026,-0.0551944688616026,-0.0551944688616026,-0.0551944688616026,-0.0551944688616026
bspl4.2,-0.027215983846131463,-0.027215983846131463,-0.027215983846131463,-0.027215983846131463,-0.027215983846131463,-0.027215983846131463,-0.027215983846131463,-0.027215983846131463,-0.027215983846131463,-0.027215983846131463,-0.027215983846131463,-0.027215983846131463,-0.027215983846131463,-0.027215983846131463,-0.027215983846131463,-0.027215983846131463,-0.027215983846131463,-0.027215983846131463,-0.027215983846131463,-0.027215983846131463,-0.027215983846131463,-0.027215983846131463,-0.027215983846131463,-0.027215983846131463,-0.027215983846131463,-0.027215983846131463,-0.027215983846131463,-0.027215983846131463,-0.027215983846131463,-0.027215983846131463,-0.027215983846131463,-0.027215983846131463,-0.027215983846131463,-0.027215983846131463,-0.027215983846131463,-0.027215983846131463,-0.027215983846131463,-0.027215983846131463,-0.027215983846131463,-0.027215983846131463,-0.027215983846131463,-0.027215983846131463,-0.027215983846131463,-0.027215983846131463,-0.027215983846131463,-0.027215983846131463,-0.027215983846131463,-0.027215983846131463,-0.027215983846131463,-0.027215983846131463
bspl4.3,-0.036704903932038874,-0.036704903932038874,-0.036704903932038874,-0.036704903932038874,-0.036704903932038874,-0.036704903932038874,-0.036704903932038874,-0.036704903932038874,-0.036704903932038874,-0.036704903932038874,-0.036704903932038874,-0.036704903932038874,-0.036704903932038874,-0.036704903932038874,-0.036704903932038874,-0.036704903932038874,-0.036704903932038874,-0.036704903932038874,-0.036704903932038874,-0.036704903932038874,-0.036704903932038874,-0.036704903932038874,-0.036704903932038874,-0.036704903932038874,-0.036704903932038874,-0.036704903932038874,-0.036704903932038874,-0.036704903932038874,-0.036704903932038874,-0.036704903932038874,-0.036704903932038874,-0.036704903932038874,-0.036704903932038874,-0.036704903932038874,-0.036704903932038874,-0.036704903932038874,-0.036704903932038874,-0.036704903932038874,-0.036704903932038874,-0.036704903932038874,-0.036704903932038874,-0.036704903932038874,-0.036704903932038874,-0.036704903932038874,-0.036704903932038874,-0.036704903932038874,-0.036704903932038874,-0.036704903932038874,-0.036704903932038874,-0.036704903932038874
bspl4.4,-0.06552170666134874,-0.06552170666134874,-0.06552170666134874,-0.06552170666134874,-0.06552170666134874,-0.06552170666134874,-0.06552170666134874,-0.06552170666134874,-0.06552170666134874,-0.06552170666134874,-0.06552170666134874,-0.06552170666134874,-0.06552170666134874,-0.06552170666134874,-0.06552170666134874,-0.06552170666134874,-0.06552170666134874,-0.06552170666134874,-0.06552170666134874,-0.06552170666134874,-0.06552170666134874,-0.06552170666134874,-0.06552170666134874,-0.06552170666134874,-0.06552170666134874,-0.06552170666134874,-0.06552170666134874,-0.06552170666134874,-0.06552170666134874,-0.06552170666134874,-0.06552170666134874,-0.06552170666134874,-0.06552170666134874,-0.06552170666134874,-0.06552170666134874,-0.06552170666134874,-0.06552170666134874,-0.06552170666134874,-0.06552170666134874,-0.06552170666134874,-0.06552170666134874,-0.06552170666134874,-0.06552170666134874,-0.06552170666134874,-0.06552170666134874,-0.06552170666134874,-0.06552170666134874,-0.06552170666134874,-0.06552170666134874,-0.06552170666134874
bspl4.5,-0.07206675053866385,-0.07206675053866385,-0.07206675053866385,-0.07206675053866385,-0.07206675053866385,-0.07206675053866385,-0.07206675053866385,-0.07206675053866385,-0.07206675053866385,-0.07206675053866385,-0.07206675053866385,-0.07206675053866385,-0.07206675053866385,-0.07206675053866385,-0.07206675053866385,-0.07206675053866385,-0.07206675053866385,-0.07206675053866385,-0.07206675053866385,-0.07206675053866385,-0.07206675053866385,-0.07206675053866385,-0.07206675053866385,-0.07206675053866385,-0.07206675053866385,-0.07206675053866385,-0.07206675053866385,-0.07206675053866385,-0.07206675053866385,-0.07206675053866385,-0.07206675053866385,-0.07206675053866385,-0.07206675053866385,-0.07206675053866385,-0.07206675053866385,-0.07206675053866385,-0.07206675053866385,-0.07206675053866385,-0.07206675053866385,-0.07206675053866385,-0.07206675053866385,-0.07206675053866385,-0.07206675053866385,-0.07206675053866385,-0.07206675053866385,-0.07206675053866385,-0.07206675053866385,-0.07206675053866385,-0.07206675053866385,-0.07206675053866385
bspl4.6,-0.07701731636807668,-0.07701731636807668,-0.07701731636807668,-0.07701731636807668,-0.07701731636807668,-0.07701731636807668,-0.07701731636807668,-0.07701731636807668,-0.07701731636807668,-0.07701731636807668,-0.07701731636807668,-0.07701731636807668,-0.07701731636807668,-0.07701731636807668,-0.07701731636807668,-0.07701731636807668,-0.07701731636807668,-0.07701731636807668,-0.07701731636807668,-0.07701731636807668,-0.07701731636807668,-0.07701731636807668,-0.07701731636807668,-0.07701731636807668,-0.07701731636807668,-0.07701731636807668,-0.07701731636807668,-0.07701731636807668,-0.07701731636807668,-0.07701731636807668,-0.07701731636807668,-0.07701731636807668,-0.07701731636807668,-0.07701731636807668,-0.07701731636807668,-0.07701731636807668,-0.07701731636807668,-0.07701731636807668,-0.07701731636807668,-0.07701731636807668,-0.07701731636807668,-0.07701731636807668,-0.07701731636807668,-0.07701731636807668,-0.07701731636807668,-0.07701731636807668,-0.07701731636807668,-0.07701731636807668,-0.07701731636807668,-0.07701731636807668
bspl4.7,-0.07132684552316794,-0.07132684552316794,-0.07132684552316794,-0.07132684552316794,-0.07132684552316794,-0.07132684552316794,-0.07132684552316794,-0.07132684552316794,-0.07132684552316794,-0.07132684552316794,-0.07132684552316794,-0.07132684552316794,-0.07132684552316794,-0.07132684552316794,-0.07132684552316794,-0.07132684552316794,-0.07132684552316794,-0.07132684552316794,-0.07132684552316794,-0.07132684552316794,-0.07132684552316794,-0.07132684552316794,-0.07132684552316794,-0.07132684552316794,-0.07132684552316794,-0.07132684552316794,-0.07132684552316794,-0.07132684552316794,-0.07132684552316794,-0.07132684552316794,-0.07132684552316794,-0.07132684552316794,-0.07132684552316794,-0.07132684552316794,-0.07132684552316794,-0.07132684552316794,-0.07132684552316794,-0.07132684552316794,-0.07132684552316794,-0.07132684552316794,-0.07132684552316794,-0.07132684552316794,-0.07132684552316794,-0.07132684552316794,-0.07132684552316794,-0.07132684552316794,-0.07132684552316794,-0.07132684552316794,-0.07132684552316794,-0.07132684552316794
bspl4.8,-0.06247820382932419,-0.06247820382932419,-0.06247820382932419,-0.06247820382932419,-0.06247820382932419,-0.06247820382932419,-0.06247820382932419,-0.06247820382932419,-0.06247820382932419,-0.06247820382932419,-0.06247820382932419,-0.06247820382932419,-0.06247820382932419,-0.06247820382932419,-0.06247820382932419,-0.06247820382932419,-0.06247820382932419,-0.06247820382932419,-0.06247820382932419,-0.06247820382932419,-0.06247820382932419,-0.06247820382932419,-0.06247820382932419,-0.06247820382932419,-0.06247820382932419,-0.06247820382932419,-0.06247820382932419,-0.06247820382932419,-0.06247820382932419,-0.06247820382932419,-0.06247820382932419,-0.06247820382932419,-0.06247820382932419,-0.06247820382932419,-0.06247820382932419,-0.06247820382932419,-0.06247820382932419,-0.06247820382932419,-0.06247820382932419,-0.06247820382932419,-0.06247820382932419,-0.06247820382932419,-0.06247820382932419,-0.06247820382932419,-0.06247820382932419,-0.06247820382932419,-0.06247820382932419,-0.06247820382932419,-0.06247820382932419,-0.06247820382932419
bspl4.9,-0.04669325694351792,-0.04669325694351792,-0.04669325694351792,-0.04669325694351792,-0.04669325694351792,-0.04669325694351792,-0.04669325694351792,-0.04669325694351792,-0.04669325694351792,-0.04669325694351792,-0.04669325694351792,-0.04669325694351792,-0.04669325694351792,-0.04669325694351792,-0.04669325694351792,-0.04669325694351792,-0.04669325694351792,-0.04669325694351792,-0.04669325694351792,-0.04669325694351792,-0.04669325694351792,-0.04669325694351792,-0.04669325694351792,-0.04669325694351792,-0.04669325694351792,-0.04669325694351792,-0.04669325694351792,-0.04669325694351792,-0.04669325694351792,-0.04669325694351792,-0.04669325694351792,-0.04669325694351792,-0.04669325694351792,-0.04669325694351792,-0.04669325694351792,-0.04669325694351792,-0.04669325694351792,-0.04669325694351792,-0.04669325694351792,-0.04669325694351792,-0.04669325694351792,-0.04669325694351792,-0.04669325694351792,-0.04669325694351792,-0.04669325694351792,-0.04669325694351792,-0.04669325694351792,-0.04669325694351792,-0.04669325694351792,-0.04669325694351792
